Name,Age,Gender,Class,Fare,Survival
"Foley, Mr. Joseph",26,Male,3rd,7.88,Died
"Foley, Mr. William",,Male,3rd,7.75,Died
"Foo, Mr. Choong",,Male,3rd,56.5,Survived
"Ford, Miss. Doolina Margaret ""Daisy""",21,Female,3rd,34.38,Died
"Ford, Miss. Robina Maggie ""Ruby""",9,Female,3rd,34.38,Died
"Ford, Mr. Arthur",,Male,3rd,8.05,Died
"Ford, Mr. Edward Watson",18,Male,3rd,34.38,Died
"Ford, Mr. William Neal",16,Male,3rd,34.38,Died
"Ford, Mrs. Edward (Margaret Ann Watson)",48,Female,3rd,34.38,Died
"Fox, Mr. Patrick",,Male,3rd,7.75,Died
"Franklin, Mr. Charles (Charles Fardon)",,Male,3rd,7.25,Died
"Gallagher, Mr. Martin",25,Male,3rd,7.74,Died
"Garfirth, Mr. John",,Male,3rd,14.5,Died
"Gheorgheff, Mr. Stanio",,Male,3rd,7.9,Died
"Gilinski, Mr. Eliezer",22,Male,3rd,8.05,Died
"Gilnagh, Miss. Katherine ""Katie""",16,Female,3rd,7.73,Survived
"Glynn, Miss. Mary Agatha",,Female,3rd,7.75,Survived
"Goldsmith, Master. Frank John William ""Frankie""",9,Male,3rd,20.53,Survived
"Goldsmith, Mr. Frank John",33,Male,3rd,20.53,Died
"Goldsmith, Mr. Nathan",41,Male,3rd,7.85,Died
"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31,Female,3rd,20.53,Survived
"Goncalves, Mr. Manuel Estanslas",38,Male,3rd,7.05,Died
"Goodwin, Master. Harold Victor",9,Male,3rd,46.9,Died
"Goodwin, Master. Sidney Leonard",1,Male,3rd,46.9,Died
"Goodwin, Master. William Frederick",11,Male,3rd,46.9,Died
"Goodwin, Miss. Jessie Allis",10,Female,3rd,46.9,Died
"Goodwin, Miss. Lillian Amy",16,Female,3rd,46.9,Died
"Goodwin, Mr. Charles Edward",14,Male,3rd,46.9,Died
"Goodwin, Mr. Charles Frederick",40,Male,3rd,46.9,Died
"Goodwin, Mrs. Frederick (Augusta Tyler)",43,Female,3rd,46.9,Died
"Green, Mr. George Henry",51,Male,3rd,8.05,Died
"Gronnestad, Mr. Daniel Danielsen",32,Male,3rd,8.36,Died
"Guest, Mr. Robert",,Male,3rd,8.05,Died
"Gustafsson, Mr. Alfred Ossian",20,Male,3rd,9.85,Died
"Gustafsson, Mr. Anders Vilhelm",37,Male,3rd,7.93,Died
"Gustafsson, Mr. Johan Birger",28,Male,3rd,7.93,Died
"Gustafsson, Mr. Karl Gideon",19,Male,3rd,7.78,Died
"Haas, Miss. Aloisia",24,Female,3rd,8.85,Died
"Hagardon, Miss. Kate",17,Female,3rd,7.73,Died
"Hagland, Mr. Ingvald Olai Olsen",,Male,3rd,19.97,Died
"Hagland, Mr. Konrad Mathias Reiersen",,Male,3rd,19.97,Died
"Hakkarainen, Mr. Pekka Pietari",28,Male,3rd,15.85,Died
"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",24,Female,3rd,15.85,Survived
"Hampe, Mr. Leon",20,Male,3rd,9.5,Died
"Hanna, Mr. Mansour",24,Male,3rd,7.23,Died
"Hansen, Mr. Claus Peter",41,Male,3rd,14.11,Died
"Hansen, Mr. Henrik Juul",26,Male,3rd,7.85,Died
"Hansen, Mr. Henry Damsgaard",21,Male,3rd,7.85,Died
"Hansen, Mrs. Claus Peter (Jennie L Howard)",45,Female,3rd,14.11,Survived
"Harknett, Miss. Alice Phoebe",,Female,3rd,7.55,Died
"Harmer, Mr. Abraham (David Lishin)",25,Male,3rd,7.25,Died
"Hart, Mr. Henry",,Male,3rd,6.86,Died
"Hassan, Mr. Houssein G N",11,Male,3rd,18.79,Died
"Healy, Miss. Hanora ""Nora""",,Female,3rd,7.75,Survived
"Hedman, Mr. Oskar Arvid",27,Male,3rd,6.98,Survived
"Hee, Mr. Ling",,Male,3rd,56.5,Survived
"Hegarty, Miss. Hanora ""Nora""",18,Female,3rd,6.75,Died
"Heikkinen, Miss. Laina",26,Female,3rd,7.93,Survived
"Heininen, Miss. Wendla Maria",23,Female,3rd,7.93,Died
"Hellstrom, Miss. Hilda Maria",22,Female,3rd,8.96,Survived
"Hendekovic, Mr. Ignjac",28,Male,3rd,7.9,Died
"Henriksson, Miss. Jenny Lovisa",28,Female,3rd,7.78,Died
"Henry, Miss. Delia",,Female,3rd,7.75,Died
"Hirvonen, Miss. Hildur E",2,Female,3rd,12.29,Survived
"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",22,Female,3rd,12.29,Survived
"Holm, Mr. John Fredrik Alexander",43,Male,3rd,6.45,Died
"Holthen, Mr. Johan Martin",28,Male,3rd,22.53,Died
"Honkanen, Miss. Eliina",27,Female,3rd,7.93,Survived
"Horgan, Mr. John",,Male,3rd,7.75,Died
"Howard, Miss. May Elizabeth",,Female,3rd,8.05,Survived
"Humblen, Mr. Adolf Mathias Nicolai Olsen",42,Male,3rd,7.65,Died
"Hyman, Mr. Abraham",,Male,3rd,7.89,Survived
"Ibrahim Shawah, Mr. Yousseff",30,Male,3rd,7.23,Died
"Ilieff, Mr. Ylio",,Male,3rd,7.9,Died
"Ilmakangas, Miss. Ida Livija",27,Female,3rd,7.93,Died
"Ilmakangas, Miss. Pieta Sofia",25,Female,3rd,7.93,Died
"Ivanoff, Mr. Kanio",,Male,3rd,7.9,Died
"Jalsevac, Mr. Ivan",29,Male,3rd,7.9,Survived
"Jansson, Mr. Carl Olof",21,Male,3rd,7.8,Survived
"Jardin, Mr. Jose Neto",,Male,3rd,7.05,Died
"Jensen, Mr. Hans Peder",20,Male,3rd,7.85,Died
"Jensen, Mr. Niels Peder",48,Male,3rd,7.85,Died
"Jensen, Mr. Svend Lauritz",17,Male,3rd,7.05,Died
"Jermyn, Miss. Annie",,Female,3rd,7.75,Survived
"Johannesen-Bratthammer, Mr. Bernt",,Male,3rd,8.11,Survived
"Johanson, Mr. Jakob Alfred",34,Male,3rd,6.5,Died
"Johansson Palmquist, Mr. Oskar Leander",26,Male,3rd,7.78,Survived
"Johansson, Mr. Erik",22,Male,3rd,7.8,Died
"Johansson, Mr. Gustaf Joel",33,Male,3rd,8.65,Died
"Johansson, Mr. Karl Johan",31,Male,3rd,7.78,Died
"Johansson, Mr. Nils",29,Male,3rd,7.85,Died
"Johnson, Master. Harold Theodor",4,Male,3rd,11.13,Survived
"Johnson, Miss. Eleanor Ileen",1,Female,3rd,11.13,Survived
"Johnson, Mr. Alfred",49,Male,3rd,0,Died
"Johnson, Mr. Malkolm Joackim",33,Male,3rd,7.78,Died
"Johnson, Mr. William Cahoone Jr",19,Male,3rd,0,Died
"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",27,Female,3rd,11.13,Survived
"Johnston, Master. William Arthur ""Willie""",,Male,3rd,23.45,Died
"Johnston, Miss. Catherine Helen ""Carrie""",,Female,3rd,23.45,Died
"Johnston, Mr. Andrew G",,Male,3rd,23.45,Died
"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",,Female,3rd,23.45,Died
"Jonkoff, Mr. Lalio",23,Male,3rd,7.9,Died
"Jonsson, Mr. Carl",32,Male,3rd,7.85,Survived
"Jonsson, Mr. Nils Hilding",27,Male,3rd,7.85,Died
"Jussila, Miss. Katriina",20,Female,3rd,9.83,Died
"Jussila, Miss. Mari Aina",21,Female,3rd,9.83,Died
"Jussila, Mr. Eiriik",32,Male,3rd,7.93,Survived
"Kallio, Mr. Nikolai Erland",17,Male,3rd,7.13,Died
"Kalvik, Mr. Johannes Halvorsen",21,Male,3rd,8.43,Died
"Karaic, Mr. Milan",30,Male,3rd,7.9,Died
"Karlsson, Mr. Einar Gervasius",21,Male,3rd,7.8,Survived
"Karlsson, Mr. Julius Konrad Eugen",33,Male,3rd,7.85,Died
"Karlsson, Mr. Nils August",22,Male,3rd,7.52,Died
"Karun, Miss. Manca",4,Female,3rd,13.42,Survived
"Karun, Mr. Franz",39,Male,3rd,13.42,Survived
"Kassem, Mr. Fared",,Male,3rd,7.23,Died
"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",19,Male,3rd,7.23,Died
"Keane, Mr. Andrew ""Andy""",,Male,3rd,7.75,Died
"Keefe, Mr. Arthur",,Male,3rd,7.25,Died
"Kelly, Miss. Anna Katherine ""Annie Kate""",,Female,3rd,7.75,Survived
"Kelly, Miss. Mary",,Female,3rd,7.75,Survived
"Kelly, Mr. James",35,Male,3rd,7.83,Died
"Kelly, Mr. James",44,Male,3rd,8.05,Died
"Kennedy, Mr. John",,Male,3rd,7.75,Survived
"Khalil, Mr. Betros",,Male,3rd,14.45,Died
"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",,Female,3rd,14.45,Died
"Kiernan, Mr. John",,Male,3rd,7.75,Died
"Kiernan, Mr. Philip",,Male,3rd,7.75,Died
"Kilgannon, Mr. Thomas J",,Male,3rd,7.74,Died
"Kink, Miss. Maria",22,Female,3rd,8.66,Died
"Kink, Mr. Vincenz",26,Male,3rd,8.66,Died
"Kink-Heilmann, Miss. Luise Gretchen",4,Female,3rd,22.03,Survived
"Kink-Heilmann, Mr. Anton",29,Male,3rd,22.03,Survived
"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",26,Female,3rd,22.03,Survived
"Klasen, Miss. Gertrud Emilia",1,Female,3rd,12.18,Died
"Klasen, Mr. Klas Albin",18,Male,3rd,7.85,Died
"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",36,Female,3rd,12.18,Died
"Kraeff, Mr. Theodor",,Male,3rd,7.9,Died
"Krekorian, Mr. Neshan",25,Male,3rd,7.23,Survived
"Lahoud, Mr. Sarkis",,Male,3rd,7.23,Died
"Laitinen, Miss. Kristina Sofia",37,Female,3rd,9.59,Died
"Laleff, Mr. Kristo",,Male,3rd,7.9,Died
"Lam, Mr. Ali",,Male,3rd,56.5,Survived
"Lam, Mr. Len",,Male,3rd,56.5,Died
"Landergren, Miss. Aurora Adelia",22,Female,3rd,7.25,Survived
"Lane, Mr. Patrick",,Male,3rd,7.75,Died
"Lang, Mr. Fang",26,Male,3rd,56.5,Survived
"Larsson, Mr. August Viktor",29,Male,3rd,9.48,Died
"Larsson, Mr. Bengt Edvin",29,Male,3rd,7.78,Died
"Larsson-Rondberg, Mr. Edvard A",22,Male,3rd,7.78,Died
"Leeni, Mr. Fahim (""Philip Zenni"")",22,Male,3rd,7.23,Survived
"Lefebre, Master. Henry Forbes",,Male,3rd,25.47,Died
"Lefebre, Miss. Ida",,Female,3rd,25.47,Died
"Lefebre, Miss. Jeannie",,Female,3rd,25.47,Died
"Lefebre, Miss. Mathilde",,Female,3rd,25.47,Died
"Lefebre, Mrs. Frank (Frances)",,Female,3rd,25.47,Died
"Leinonen, Mr. Antti Gustaf",32,Male,3rd,7.93,Died
"Lemberopolous, Mr. Peter L",35,Male,3rd,6.44,Died
"Lennon, Miss. Mary",,Female,3rd,15.5,Died
"Lennon, Mr. Denis",,Male,3rd,15.5,Died
"Leonard, Mr. Lionel",36,Male,3rd,0,Died
"Lester, Mr. James",39,Male,3rd,24.15,Died
"Lievens, Mr. Rene Aime",24,Male,3rd,9.5,Died
"Lindahl, Miss. Agda Thorilda Viktoria",25,Female,3rd,7.78,Died
"Lindblom, Miss. Augusta Charlotta",45,Female,3rd,7.75,Died
"Lindell, Mr. Edvard Bengtsson",36,Male,3rd,15.55,Died
"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",30,Female,3rd,15.55,Died
"Lindqvist, Mr. Eino William",20,Male,3rd,7.93,Survived
"Linehan, Mr. Michael",,Male,3rd,7.88,Died
"Ling, Mr. Lee",28,Male,3rd,56.5,Died
"Lithman, Mr. Simon",,Male,3rd,7.55,Died
"Lobb, Mr. William Arthur",30,Male,3rd,16.1,Died
"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26,Female,3rd,16.1,Died
"Lockyer, Mr. Edward",,Male,3rd,7.88,Died
"Lovell, Mr. John Hall (""Henry"")",21,Male,3rd,7.25,Died
"Lulic, Mr. Nikola",27,Male,3rd,8.66,Survived
"Lundahl, Mr. Johan Svensson",51,Male,3rd,7.05,Died
"Lundin, Miss. Olga Elida",23,Female,3rd,7.85,Survived
"Lundstrom, Mr. Thure Edvin",32,Male,3rd,7.58,Survived
"Lyntakoff, Mr. Stanko",,Male,3rd,7.9,Died
"MacKay, Mr. George William",,Male,3rd,7.55,Died
"Madigan, Miss. Margaret ""Maggie""",,Female,3rd,7.75,Survived
"Madsen, Mr. Fridtjof Arne",24,Male,3rd,7.14,Survived
"Maenpaa, Mr. Matti Alexanteri",22,Male,3rd,7.13,Died
"Mahon, Miss. Bridget Delia",,Female,3rd,7.88,Died
"Mahon, Mr. John",,Male,3rd,7.75,Died
"Maisner, Mr. Simon",,Male,3rd,8.05,Died
"Makinen, Mr. Kalle Edvard",29,Male,3rd,7.93,Died
"Mamee, Mr. Hanna",,Male,3rd,7.23,Survived
"Mangan, Miss. Mary",31,Female,3rd,7.75,Died
"Mannion, Miss. Margareth",,Female,3rd,7.74,Survived
"Mardirosian, Mr. Sarkis",,Male,3rd,7.23,Died
"Markoff, Mr. Marin",35,Male,3rd,7.9,Died
"Markun, Mr. Johann",33,Male,3rd,7.9,Died
"Masselmani, Mrs. Fatima",,Female,3rd,7.23,Survived
"Matinoff, Mr. Nicola",,Male,3rd,7.9,Died
"McCarthy, Miss. Catherine ""Katie""",,Female,3rd,7.75,Survived
"McCormack, Mr. Thomas Joseph",,Male,3rd,7.75,Survived
"McCoy, Miss. Agnes",,Female,3rd,23.25,Survived
"McCoy, Miss. Alicia",,Female,3rd,23.25,Survived
"McCoy, Mr. Bernard",,Male,3rd,23.25,Survived
"McDermott, Miss. Brigdet Delia",,Female,3rd,7.79,Survived
"McEvoy, Mr. Michael",,Male,3rd,15.5,Died
"McGovern, Miss. Mary",,Female,3rd,7.88,Survived
"McGowan, Miss. Anna ""Annie""",15,Female,3rd,8.03,Survived
"McGowan, Miss. Katherine",35,Female,3rd,7.75,Died
"McMahon, Mr. Martin",,Male,3rd,7.75,Died
"McNamee, Mr. Neal",24,Male,3rd,16.1,Died
"McNamee, Mrs. Neal (Eileen O'Leary)",19,Female,3rd,16.1,Died
"McNeill, Miss. Bridget",,Female,3rd,7.75,Died
"Meanwell, Miss. (Marion Ogden)",,Female,3rd,8.05,Died
"Meek, Mrs. Thomas (Annie Louise Rowley)",,Female,3rd,8.05,Died
"Meo, Mr. Alfonzo",56,Male,3rd,8.05,Died
"Mernagh, Mr. Robert",,Male,3rd,7.75,Died
"Midtsjo, Mr. Karl Albert",21,Male,3rd,7.78,Survived
"Miles, Mr. Frank",,Male,3rd,8.05,Died
"Mineff, Mr. Ivan",24,Male,3rd,7.9,Died
"Minkoff, Mr. Lazar",21,Male,3rd,7.9,Died
"Mionoff, Mr. Stoytcho",28,Male,3rd,7.9,Died
"Mitkoff, Mr. Mito",,Male,3rd,7.9,Died
"Mockler, Miss. Helen Mary ""Ellie""",,Female,3rd,7.88,Survived
"Moen, Mr. Sigurd Hansen",25,Male,3rd,7.65,Died
"Moor, Master. Meier",6,Male,3rd,12.48,Survived
"Moor, Mrs. (Beila)",27,Female,3rd,12.48,Survived
"Moore, Mr. Leonard Charles",,Male,3rd,8.05,Died
"Moran, Miss. Bertha",,Female,3rd,24.15,Survived
"Moran, Mr. Daniel J",,Male,3rd,24.15,Died
"Moran, Mr. James",,Male,3rd,8.46,Died
"Morley, Mr. William",34,Male,3rd,8.05,Died
"Morrow, Mr. Thomas Rowan",,Male,3rd,7.75,Died
"Moss, Mr. Albert Johan",,Male,3rd,7.78,Survived
"Moubarek, Master. Gerios",,Male,3rd,15.25,Survived
"Moubarek, Master. Halim Gonios (""William George"")",,Male,3rd,15.25,Survived
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",,Female,3rd,15.25,Survived
"Moussa, Mrs. (Mantoura Boulos)",,Female,3rd,7.23,Survived
"Moutal, Mr. Rahamin Haim",,Male,3rd,8.05,Died
"Mullens, Miss. Katherine ""Katie""",,Female,3rd,7.73,Survived
"Mulvihill, Miss. Bertha E",24,Female,3rd,7.75,Survived
"Murdlin, Mr. Joseph",,Male,3rd,8.05,Died
"Murphy, Miss. Katherine ""Kate""",,Female,3rd,15.5,Survived
"Murphy, Miss. Margaret Jane",,Female,3rd,15.5,Survived
"Murphy, Miss. Nora",,Female,3rd,15.5,Survived
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,Male,3rd,7.75,Died
"Naidenoff, Mr. Penko",22,Male,3rd,7.9,Died
"Najib, Miss. Adele Kiamie ""Jane""",15,Female,3rd,7.23,Survived
"Nakid, Miss. Maria (""Mary"")",1,Female,3rd,15.74,Survived
"Nakid, Mr. Sahid",20,Male,3rd,15.74,Survived
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",19,Female,3rd,15.74,Survived
"Nancarrow, Mr. William Henry",33,Male,3rd,8.05,Died
"Nankoff, Mr. Minko",,Male,3rd,7.9,Died
"Nasr, Mr. Mustafa",,Male,3rd,7.23,Died
"Naughton, Miss. Hannah",,Female,3rd,7.75,Died
"Nenkoff, Mr. Christo",,Male,3rd,7.9,Died
"Nicola-Yarred, Master. Elias",12,Male,3rd,11.24,Survived
"Nicola-Yarred, Miss. Jamila",14,Female,3rd,11.24,Survived
"Nieminen, Miss. Manta Josefina",29,Female,3rd,7.93,Died
"Niklasson, Mr. Samuel",28,Male,3rd,8.05,Died
"Nilsson, Miss. Berta Olivia",18,Female,3rd,7.78,Survived
"Nilsson, Miss. Helmina Josefina",26,Female,3rd,7.85,Survived
"Nilsson, Mr. August Ferdinand",21,Male,3rd,7.85,Died
"Nirva, Mr. Iisakki Antino Aijo",41,Male,3rd,7.13,Died
"Niskanen, Mr. Juha",39,Male,3rd,7.93,Survived
"Nosworthy, Mr. Richard Cater",21,Male,3rd,7.8,Died
"Novel, Mr. Mansouer",29,Male,3rd,7.23,Died
"Nysten, Miss. Anna Sofia",22,Female,3rd,7.75,Survived
"Nysveen, Mr. Johan Hansen",61,Male,3rd,6.24,Died
"O'Brien, Mr. Thomas",,Male,3rd,15.5,Died
"O'Brien, Mr. Timothy",,Male,3rd,7.83,Died
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",,Female,3rd,15.5,Survived
"O'Connell, Mr. Patrick D",,Male,3rd,7.73,Died
"O'Connor, Mr. Maurice",,Male,3rd,7.75,Died
"O'Connor, Mr. Patrick",,Male,3rd,7.75,Died
"Odahl, Mr. Nils Martin",23,Male,3rd,9.23,Died
"O'Donoghue, Ms. Bridget",,Female,3rd,7.75,Died
"O'Driscoll, Miss. Bridget",,Female,3rd,7.75,Survived
"O'Dwyer, Miss. Ellen ""Nellie""",,Female,3rd,7.88,Survived
"Ohman, Miss. Velin",22,Female,3rd,7.78,Survived
"O'Keefe, Mr. Patrick",,Male,3rd,7.75,Survived
"O'Leary, Miss. Hanora ""Norah""",,Female,3rd,7.83,Survived
"Olsen, Master. Artur Karl",9,Male,3rd,3.17,Survived
"Olsen, Mr. Henry Margido",28,Male,3rd,22.53,Died
"Olsen, Mr. Karl Siegwart Andreas",42,Male,3rd,8.4,Died
"Olsen, Mr. Ole Martin",,Male,3rd,7.31,Died
"Olsson, Miss. Elina",31,Female,3rd,7.85,Died
"Olsson, Mr. Nils Johan Goransson",28,Male,3rd,7.85,Died
"Olsson, Mr. Oscar Wilhelm",32,Male,3rd,7.78,Survived
"Olsvigen, Mr. Thor Anderson",20,Male,3rd,9.23,Died
"Oreskovic, Miss. Jelka",23,Female,3rd,8.66,Died
"Oreskovic, Miss. Marija",20,Female,3rd,8.66,Died
"Oreskovic, Mr. Luka",20,Male,3rd,8.66,Died
"Osen, Mr. Olaf Elon",16,Male,3rd,9.22,Died
"Osman, Mrs. Mara",31,Female,3rd,8.68,Survived
"O'Sullivan, Miss. Bridget Mary",,Female,3rd,7.63,Died
"Palsson, Master. Gosta Leonard",2,Male,3rd,21.08,Died
"Palsson, Master. Paul Folke",6,Male,3rd,21.08,Died
"Palsson, Miss. Stina Viola",3,Female,3rd,21.08,Died
"Palsson, Miss. Torborg Danira",8,Female,3rd,21.08,Died
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29,Female,3rd,21.08,Died
"Panula, Master. Eino Viljami",1,Male,3rd,39.69,Died
"Panula, Master. Juha Niilo",7,Male,3rd,39.69,Died
"Panula, Master. Urho Abraham",2,Male,3rd,39.69,Died
"Panula, Mr. Ernesti Arvid",16,Male,3rd,39.69,Died
"Panula, Mr. Jaako Arnold",14,Male,3rd,39.69,Died
"Panula, Mrs. Juha (Maria Emilia Ojala)",41,Female,3rd,39.69,Died
"Pasic, Mr. Jakob",21,Male,3rd,8.66,Died
"Patchett, Mr. George",19,Male,3rd,14.5,Died
"Paulner, Mr. Uscher",,Male,3rd,8.71,Died
"Pavlovic, Mr. Stefo",32,Male,3rd,7.9,Died
"Peacock, Master. Alfred Edward",1,Male,3rd,13.78,Died
"Peacock, Miss. Treasteall",3,Female,3rd,13.78,Died
"Peacock, Mrs. Benjamin (Edith Nile)",26,Female,3rd,13.78,Died
"Pearce, Mr. Ernest",,Male,3rd,7,Died
"Pedersen, Mr. Olaf",,Male,3rd,7.78,Died
"Peduzzi, Mr. Joseph",,Male,3rd,8.05,Died
"Pekoniemi, Mr. Edvard",21,Male,3rd,7.93,Died
"Peltomaki, Mr. Nikolai Johannes",25,Male,3rd,7.93,Died
"Perkin, Mr. John Henry",22,Male,3rd,7.25,Died
"Persson, Mr. Ernst Ulrik",25,Male,3rd,7.78,Survived
"Peter, Master. Michael J",,Male,3rd,22.36,Survived
"Peter, Miss. Anna",,Female,3rd,22.36,Survived
"Peter, Mrs. Catherine (Catherine Rizk)",,Female,3rd,22.36,Survived
"Peters, Miss. Katie",,Female,3rd,8.14,Died
"Petersen, Mr. Marius",24,Male,3rd,8.05,Died
"Petranec, Miss. Matilda",28,Female,3rd,7.9,Died
"Petroff, Mr. Nedelio",19,Male,3rd,7.9,Died
"Petroff, Mr. Pastcho (""Pentcho"")",,Male,3rd,7.9,Died
"Petterson, Mr. Johan Emil",25,Male,3rd,7.78,Died
"Pettersson, Miss. Ellen Natalia",18,Female,3rd,7.78,Died
"Pickard, Mr. Berk (Berk Trembisky)",32,Male,3rd,8.05,Survived
"Plotcharsky, Mr. Vasil",,Male,3rd,7.9,Died
"Pokrnic, Mr. Mate",17,Male,3rd,8.66,Died
"Pokrnic, Mr. Tome",24,Male,3rd,8.66,Died
"Radeff, Mr. Alexander",,Male,3rd,7.9,Died
"Rasmussen, Mrs. (Lena Jacobsen Solvang)",,Female,3rd,8.11,Died
"Razi, Mr. Raihed",,Male,3rd,7.23,Died
"Reed, Mr. James George",,Male,3rd,7.25,Died
"Rekic, Mr. Tido",38,Male,3rd,7.9,Died
"Reynolds, Mr. Harold J",21,Male,3rd,8.05,Died
"Rice, Master. Albert",10,Male,3rd,29.13,Died
"Rice, Master. Arthur",4,Male,3rd,29.13,Died
"Rice, Master. Eric",7,Male,3rd,29.13,Died
"Rice, Master. Eugene",2,Male,3rd,29.13,Died
"Rice, Master. George Hugh",8,Male,3rd,29.13,Died
"Rice, Mrs. William (Margaret Norton)",39,Female,3rd,29.13,Died
"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",22,Female,3rd,39.69,Died
"Rintamaki, Mr. Matti",35,Male,3rd,7.13,Died
"Riordan, Miss. Johanna ""Hannah""",,Female,3rd,7.72,Survived
"Risien, Mr. Samuel Beard",,Male,3rd,14.5,Died
"Risien, Mrs. Samuel (Emma)",,Female,3rd,14.5,Died
"Robins, Mr. Alexander A",50,Male,3rd,14.5,Died
"Robins, Mrs. Alexander A (Grace Charity Laury)",47,Female,3rd,14.5,Died
"Rogers, Mr. William John",,Male,3rd,8.05,Died
"Rommetvedt, Mr. Knud Paust",,Male,3rd,7.78,Died
"Rosblom, Miss. Salli Helena",2,Female,3rd,20.21,Died
"Rosblom, Mr. Viktor Richard",18,Male,3rd,20.21,Died
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41,Female,3rd,20.21,Died
"Roth, Miss. Sarah A",,Female,3rd,8.05,Survived
"Rouse, Mr. Richard Henry",50,Male,3rd,8.05,Died
"Rush, Mr. Alfred George John",16,Male,3rd,8.05,Died
"Ryan, Mr. Edward",,Male,3rd,7.75,Survived
"Ryan, Mr. Patrick",,Male,3rd,24.15,Died
"Saad, Mr. Amin",,Male,3rd,7.23,Died
"Saad, Mr. Khalil",25,Male,3rd,7.23,Died
"Saade, Mr. Jean Nassr",,Male,3rd,7.23,Died
"Sadlier, Mr. Matthew",,Male,3rd,7.73,Died
"Sadowitz, Mr. Harry",,Male,3rd,7.58,Died
"Saether, Mr. Simon Sivertsen",39,Male,3rd,7.25,Died
"Sage, Master. Thomas Henry",,Male,3rd,69.55,Died
"Sage, Master. William Henry",15,Male,3rd,69.55,Died
"Sage, Miss. Ada",,Female,3rd,69.55,Died
"Sage, Miss. Constance Gladys",,Female,3rd,69.55,Died
"Sage, Miss. Dorothy Edith ""Dolly""",,Female,3rd,69.55,Died
"Sage, Miss. Stella Anna",,Female,3rd,69.55,Died
"Sage, Mr. Douglas Bullen",,Male,3rd,69.55,Died
"Sage, Mr. Frederick",,Male,3rd,69.55,Died
"Sage, Mr. George John Jr",,Male,3rd,69.55,Died
"Sage, Mr. John George",,Male,3rd,69.55,Died
"Sage, Mrs. John (Annie Bullen)",,Female,3rd,69.55,Died
"Salander, Mr. Karl Johan",24,Male,3rd,9.33,Died
"Salkjelsvik, Miss. Anna Kristine",21,Female,3rd,7.65,Survived
"Salonen, Mr. Johan Werner",39,Male,3rd,7.93,Died
"Samaan, Mr. Elias",,Male,3rd,21.68,Died
"Samaan, Mr. Hanna",,Male,3rd,21.68,Died
"Samaan, Mr. Youssef",,Male,3rd,21.68,Died
"Sandstrom, Miss. Beatrice Irene",1,Female,3rd,16.7,Survived
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24,Female,3rd,16.7,Survived
"Sandstrom, Miss. Marguerite Rut",4,Female,3rd,16.7,Survived
"Sap, Mr. Julius",25,Male,3rd,9.5,Survived
"Saundercock, Mr. William Henry",20,Male,3rd,8.05,Died
"Sawyer, Mr. Frederick Charles",25,Male,3rd,8.05,Died
"Scanlan, Mr. James",,Male,3rd,7.73,Died
"Sdycoff, Mr. Todor",,Male,3rd,7.9,Died
"Shaughnessy, Mr. Patrick",,Male,3rd,7.75,Died
"Sheerlinck, Mr. Jan Baptist",29,Male,3rd,9.5,Survived
"Shellard, Mr. Frederick William",,Male,3rd,15.1,Died
"Shine, Miss. Ellen Natalia",,Female,3rd,7.78,Survived
"Shorney, Mr. Charles Joseph",,Male,3rd,8.05,Died
"Simmons, Mr. John",,Male,3rd,8.05,Died
"Sirayanian, Mr. Orsen",22,Male,3rd,7.23,Died
"Sirota, Mr. Maurice",,Male,3rd,8.05,Died
"Sivic, Mr. Husein",40,Male,3rd,7.9,Died
"Sivola, Mr. Antti Wilhelm",21,Male,3rd,7.93,Died
"Sjoblom, Miss. Anna Sofia",18,Female,3rd,7.5,Survived
"Skoog, Master. Harald",4,Male,3rd,27.9,Died
"Skoog, Master. Karl Thorsten",10,Male,3rd,27.9,Died
"Skoog, Miss. Mabel",9,Female,3rd,27.9,Died
"Skoog, Miss. Margit Elizabeth",2,Female,3rd,27.9,Died
"Skoog, Mr. Wilhelm",40,Male,3rd,27.9,Died
"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45,Female,3rd,27.9,Died
"Slabenoff, Mr. Petco",,Male,3rd,7.9,Died
"Slocovski, Mr. Selman Francis",,Male,3rd,8.05,Died
